,Country,Year,Fertility,Life expectancy,Population,Group,ID
68,Albania,1982.0,3.46,70.646,2777592.0,Europe & Central Asia,AL
69,Albania,1983.0,3.372,70.88600000000001,2831682.0,Europe & Central Asia,AL
70,Albania,1984.0,3.2969999999999997,71.14399999999999,2891004.0,Europe & Central Asia,AL
71,Albania,1985.0,3.233,71.398,2957390.0,Europe & Central Asia,AL
72,Albania,1986.0,3.177,71.615,3033393.0,Europe & Central Asia,AL
73,Albania,1987.0,3.1260000000000003,71.77,3116009.0,Europe & Central Asia,AL
74,Albania,1988.0,3.075,71.85300000000001,3194854.0,Europe & Central Asia,AL
75,Albania,1989.0,3.023,71.87,3255859.0,Europe & Central Asia,AL
76,Albania,1990.0,2.97,71.842,3289483.0,Europe & Central Asia,AL
77,Albania,1991.0,2.917,71.79899999999999,3291695.0,Europe & Central Asia,AL
78,Albania,1992.0,2.867,71.779,3266983.0,Europe & Central Asia,AL
79,Albania,1993.0,2.819,71.813,3224901.0,Europe & Central Asia,AL
80,Albania,1994.0,2.772,71.92,3179442.0,Europe & Central Asia,AL
81,Albania,1995.0,2.7230000000000003,72.117,3141102.0,Europe & Central Asia,AL
82,Albania,1996.0,2.67,72.415,3112597.0,Europe & Central Asia,AL
83,Albania,1997.0,2.611,72.796,3091902.0,Europe & Central Asia,AL
84,Albania,1998.0,2.543,73.235,3079037.0,Europe & Central Asia,AL
85,Albania,1999.0,2.467,73.71300000000001,3072725.0,Europe & Central Asia,AL
86,Albania,2000.0,2.383,74.2,3071856.0,Europe & Central Asia,AL
87,Albania,2001.0,2.291,74.664,3077378.0,Europe & Central Asia,AL
88,Albania,2002.0,2.195,75.081,3089778.0,Europe & Central Asia,AL
89,Albania,2003.0,2.097,75.437,3106701.0,Europe & Central Asia,AL
90,Albania,2004.0,2.004,75.725,3124861.0,Europe & Central Asia,AL
91,Albania,2005.0,1.919,75.949,3141800.0,Europe & Central Asia,AL
92,Albania,2006.0,1.849,76.124,3156607.0,Europe & Central Asia,AL
93,Albania,2007.0,1.796,76.278,3169665.0,Europe & Central Asia,AL
94,Albania,2008.0,1.761,76.433,3181397.0,Europe & Central Asia,AL
95,Albania,2009.0,1.744,76.598,3192723.0,Europe & Central Asia,AL
96,Albania,2010.0,1.7409999999999999,76.78,3204284.0,Europe & Central Asia,AL
97,Albania,2011.0,1.7480000000000002,76.979,3215988.0,Europe & Central Asia,AL
98,Albania,2012.0,1.76,77.185,3227373.0,Europe & Central Asia,AL
99,Albania,2013.0,1.771,77.392,3238316.0,Europe & Central Asia,AL
100,Algeria,1964.0,7.653,47.953,11654905.0,Middle East & North Africa,DZ
101,Algeria,1965.0,7.655,48.388999999999996,11923002.0,Middle East & North Africa,DZ
102,Algeria,1966.0,7.657,48.806000000000004,12229853.0,Middle East & North Africa,DZ
103,Algeria,1967.0,7.6579999999999995,49.205,12572629.0,Middle East & North Africa,DZ
104,Algeria,1968.0,7.657,49.592,12945462.0,Middle East & North Africa,DZ
105,Algeria,1969.0,7.652,49.976000000000006,13338918.0,Middle East & North Africa,DZ
106,Algeria,1970.0,7.641,50.36600000000001,13746185.0,Middle East & North Africa,DZ
107,Algeria,1971.0,7.622000000000001,50.766999999999996,14165889.0,Middle East & North Africa,DZ
108,Algeria,1972.0,7.591,51.195,14600659.0,Middle East & North Africa,DZ
109,Algeria,1973.0,7.547999999999999,51.67,15052371.0,Middle East & North Africa,DZ
110,Algeria,1974.0,7.492000000000001,52.213,15524137.0,Middle East & North Africa,DZ
111,Algeria,1975.0,7.422000000000001,52.861000000000004,16018195.0,Middle East & North Africa,DZ
112,Algeria,1976.0,7.3389999999999995,53.656000000000006,16533323.0,Middle East & North Africa,DZ
113,Algeria,1977.0,7.244,54.605,17068212.0,Middle East & North Africa,DZ
114,Algeria,1978.0,7.138,55.696999999999996,17624756.0,Middle East & North Africa,DZ
115,Algeria,1979.0,7.021,56.907,18205468.0,Middle East & North Africa,DZ
116,Algeria,1980.0,6.888999999999999,58.198,18811199.0,Middle East & North Africa,DZ
117,Algeria,1981.0,6.7410000000000005,59.523999999999994,19442423.0,Middle East & North Africa,DZ
118,Algeria,1982.0,6.5760000000000005,60.826,20095648.0,Middle East & North Africa,DZ
119,Algeria,1983.0,6.392,62.051,20762767.0,Middle East & North Africa,DZ
120,Algeria,1984.0,6.192,63.16,21433070.0,Middle East & North Africa,DZ
121,Algeria,1985.0,5.976,64.12,22098298.0,Middle East & North Africa,DZ
122,Algeria,1986.0,5.747000000000001,64.911,22753511.0,Middle East & North Africa,DZ
123,Algeria,1987.0,5.507999999999999,65.554,23398470.0,Middle East & North Africa,DZ
124,Algeria,1988.0,5.263,66.072,24035237.0,Middle East & North Africa,DZ
125,Algeria,1989.0,5.013999999999999,66.479,24668100.0,Middle East & North Africa,DZ
126,Algeria,1990.0,4.761,66.796,25299182.0,Middle East & North Africa,DZ
127,Algeria,1991.0,4.503,67.04899999999999,25930560.0,Middle East & North Africa,DZ
128,Algeria,1992.0,4.238,67.265,26557969.0,Middle East & North Africa,DZ
129,Algeria,1993.0,3.971,67.468,27169903.0,Middle East & North Africa,DZ
130,Algeria,1994.0,3.705,67.67399999999999,27751086.0,Middle East & North Africa,DZ
131,Algeria,1995.0,3.449,67.893,28291591.0,Middle East & North Africa,DZ
132,Algeria,1996.0,3.207,68.123,28786855.0,Middle East & North Africa,DZ
133,Algeria,1997.0,2.987,68.35,29242917.0,Middle East & North Africa,DZ
134,Algeria,1998.0,2.7939999999999996,68.565,29673694.0,Middle East & North Africa,DZ
135,Algeria,1999.0,2.634,68.76899999999999,30099010.0,Middle East & North Africa,DZ
136,Algeria,2000.0,2.5140000000000002,68.96300000000001,30533827.0,Middle East & North Africa,DZ
137,Algeria,2001.0,2.439,69.149,30982214.0,Middle East & North Africa,DZ
138,Algeria,2002.0,2.407,69.33,31441848.0,Middle East & North Africa,DZ
139,Algeria,2003.0,2.412,69.508,31913462.0,Middle East & North Africa,DZ
140,Algeria,2004.0,2.448,69.682,32396048.0,Middle East & North Africa,DZ
141,Algeria,2005.0,2.5069999999999997,69.854,32888449.0,Middle East & North Africa,DZ
142,Algeria,2006.0,2.58,70.02,33391954.0,Middle East & North Africa,DZ
143,Algeria,2007.0,2.656,70.18,33906605.0,Middle East & North Africa,DZ
144,Algeria,2008.0,2.725,70.332,34428028.0,Middle East & North Africa,DZ
145,Algeria,2009.0,2.781,70.477,34950168.0,Middle East & North Africa,DZ
146,Algeria,2010.0,2.8169999999999997,70.615,35468208.0,Middle East & North Africa,DZ
147,Algeria,2011.0,2.8289999999999997,70.747,35980193.0,Middle East & North Africa,DZ
148,Algeria,2012.0,2.82,70.874,36485828.0,Middle East & North Africa,DZ
149,Algeria,2013.0,2.795,71.0,36983924.0,Middle East & North Africa,DZ
150,Angola,1964.0,7.425,34.604,5337063.0,Sub-Saharan Africa,AO
151,Angola,1965.0,7.43,35.007,5431135.0,Sub-Saharan Africa,AO
152,Angola,1966.0,7.422000000000001,35.41,5524090.0,Sub-Saharan Africa,AO
153,Angola,1967.0,7.403,35.816,5617242.0,Sub-Saharan Africa,AO
154,Angola,1968.0,7.375,36.222,5713156.0,Sub-Saharan Africa,AO
155,Angola,1969.0,7.3389999999999995,36.626999999999995,5815282.0,Sub-Saharan Africa,AO
156,Angola,1970.0,7.301,37.032,5926333.0,Sub-Saharan Africa,AO
157,Angola,1971.0,7.263999999999999,37.439,6047736.0,Sub-Saharan Africa,AO
158,Angola,1972.0,7.232,37.846,6179685.0,Sub-Saharan Africa,AO
159,Angola,1973.0,7.207999999999999,38.247,6322194.0,Sub-Saharan Africa,AO
160,Angola,1974.0,7.192,38.635,6474796.0,Sub-Saharan Africa,AO
161,Angola,1975.0,7.185,38.998000000000005,6637419.0,Sub-Saharan Africa,AO
162,Angola,1976.0,7.186,39.324,6808850.0,Sub-Saharan Africa,AO
163,Angola,1977.0,7.189,39.605,6989988.0,Sub-Saharan Africa,AO
164,Angola,1978.0,7.194,39.84,7185188.0,Sub-Saharan Africa,AO
165,Angola,1979.0,7.197,40.029,7400231.0,Sub-Saharan Africa,AO
166,Angola,1980.0,7.2,40.181999999999995,7638420.0,Sub-Saharan Africa,AO
167,Angola,1981.0,7.2010000000000005,40.311,7903368.0,Sub-Saharan Africa,AO
168,Angola,1982.0,7.202999999999999,40.429,8191774.0,Sub-Saharan Africa,AO
169,Angola,1983.0,7.205,40.547,8491682.0,Sub-Saharan Africa,AO
170,Angola,1984.0,7.207000000000001,40.671,8786652.0,Sub-Saharan Africa,AO
171,Angola,1985.0,7.207999999999999,40.794000000000004,9065562.0,Sub-Saharan Africa,AO
172,Angola,1986.0,7.206,40.902,9322550.0,Sub-Saharan Africa,AO
173,Angola,1987.0,7.202000000000001,40.988,9562796.0,Sub-Saharan Africa,AO
174,Angola,1988.0,7.194,41.05,9799680.0,Sub-Saharan Africa,AO
175,Angola,1989.0,7.182,41.1,10052567.0,Sub-Saharan Africa,AO
176,Angola,1990.0,7.165,41.151,10335052.0,Sub-Saharan Africa,AO
177,Angola,1991.0,7.143,41.221000000000004,10653515.0,Sub-Saharan Africa,AO
178,Angola,1992.0,7.1160000000000005,41.32899999999999,11002910.0,Sub-Saharan Africa,AO
179,Angola,1993.0,7.087000000000001,41.495,11371750.0,Sub-Saharan Africa,AO
180,Angola,1994.0,7.053999999999999,41.736000000000004,11742960.0,Sub-Saharan Africa,AO
181,Angola,1995.0,7.019,42.073,12105105.0,Sub-Saharan Africa,AO
182,Angola,1996.0,6.984,42.526,12452725.0,Sub-Saharan Africa,AO
183,Angola,1997.0,6.949,43.088,12792237.0,Sub-Saharan Africa,AO
184,Angola,1998.0,6.912999999999999,43.742,13138265.0,Sub-Saharan Africa,AO
185,Angola,1999.0,6.877999999999999,44.468,13511575.0,Sub-Saharan Africa,AO
186,Angola,2000.0,6.843999999999999,45.233999999999995,13926373.0,Sub-Saharan Africa,AO
187,Angola,2001.0,6.811,46.004,14388244.0,Sub-Saharan Africa,AO
188,Angola,2002.0,6.778,46.743,14890474.0,Sub-Saharan Africa,AO
189,Angola,2003.0,6.742999999999999,47.425,15419943.0,Sub-Saharan Africa,AO
190,Angola,2004.0,6.704,48.036,15957460.0,Sub-Saharan Africa,AO
191,Angola,2005.0,6.657,48.571999999999996,16489021.0,Sub-Saharan Africa,AO
192,Angola,2006.0,6.598,49.041000000000004,17010366.0,Sub-Saharan Africa,AO
193,Angola,2007.0,6.523,49.471000000000004,17525367.0,Sub-Saharan Africa,AO
194,Angola,2008.0,6.434,49.882,18037964.0,Sub-Saharan Africa,AO
195,Angola,2009.0,6.331,50.286,18555115.0,Sub-Saharan Africa,AO
196,Angola,2010.0,6.218,50.68899999999999,19081912.0,Sub-Saharan Africa,AO
197,Angola,2011.0,6.099,51.093999999999994,19618432.0,Sub-Saharan Africa,AO
198,Angola,2012.0,5.979,51.498000000000005,20162517.0,Sub-Saharan Africa,AO
199,Angola,2013.0,5.8629999999999995,51.898999999999994,20714494.0,Sub-Saharan Africa,AO
200,Antigua and Barbuda,1964.0,4.25,63.775,58653.0,America,AG
201,Antigua and Barbuda,1965.0,4.1930000000000005,64.149,59844.0,America,AG
202,Antigua and Barbuda,1966.0,4.125,64.51100000000001,61032.0,America,AG
203,Antigua and Barbuda,1967.0,4.042,64.865,62226.0,America,AG
204,Antigua and Barbuda,1968.0,3.9419999999999997,65.21300000000001,63401.0,America,AG
205,Antigua and Barbuda,1969.0,3.824,65.558,64528.0,America,AG
206,Antigua and Barbuda,1970.0,3.6839999999999997,65.898,65587.0,America,AG
207,Antigua and Barbuda,1971.0,3.517,66.232,66554.0,America,AG
208,Antigua and Barbuda,1972.0,3.3280000000000003,66.558,67419.0,America,AG
209,Antigua and Barbuda,1973.0,3.122,66.875,68182.0,America,AG
210,Antigua and Barbuda,1974.0,2.908,67.181,68848.0,America,AG
211,Antigua and Barbuda,1975.0,2.701,67.479,69420.0,America,AG
212,Antigua and Barbuda,1976.0,2.5140000000000002,67.768,69910.0,America,AG
213,Antigua and Barbuda,1977.0,2.358,68.051,70301.0,America,AG
214,Antigua and Barbuda,1978.0,2.239,68.328,70533.0,America,AG
215,Antigua and Barbuda,1979.0,2.1590000000000003,68.602,70525.0,America,AG
216,Antigua and Barbuda,1980.0,2.115,68.873,70228.0,America,AG
217,Antigua and Barbuda,1981.0,2.0980000000000003,69.141,69639.0,America,AG
218,Antigua and Barbuda,1982.0,2.096,69.408,68803.0,America,AG
219,Antigua and Barbuda,1983.0,2.0980000000000003,69.671,67792.0,America,AG
220,Antigua and Barbuda,1984.0,2.0980000000000003,69.931,66701.0,America,AG
221,Antigua and Barbuda,1985.0,2.092,70.186,65614.0,America,AG
222,Antigua and Barbuda,1986.0,2.082,70.435,64539.0,America,AG
223,Antigua and Barbuda,1987.0,2.07,70.675,63510.0,America,AG
224,Antigua and Barbuda,1988.0,2.062,70.907,62669.0,America,AG
225,Antigua and Barbuda,1989.0,2.0580000000000003,71.132,62192.0,America,AG
226,Antigua and Barbuda,1990.0,2.061,71.351,62202.0,America,AG
227,Antigua and Barbuda,1991.0,2.073,71.568,62754.0,America,AG
228,Antigua and Barbuda,1992.0,2.096,71.783,63802.0,America,AG
229,Antigua and Barbuda,1993.0,2.128,72.0,65238.0,America,AG
230,Antigua and Barbuda,1994.0,2.166,72.219,66895.0,America,AG
231,Antigua and Barbuda,1995.0,2.208,72.441,68642.0,America,AG
232,Antigua and Barbuda,1996.0,2.248,72.664,70450.0,America,AG
233,Antigua and Barbuda,1997.0,2.281,72.888,72322.0,America,AG
234,Antigua and Barbuda,1998.0,2.3040000000000003,73.11,74190.0,America,AG
235,Antigua and Barbuda,1999.0,2.316,73.329,75985.0,America,AG
236,Antigua and Barbuda,2000.0,2.316,73.544,77656.0,America,AG
237,Antigua and Barbuda,2001.0,2.305,73.755,79165.0,America,AG
238,Antigua and Barbuda,2002.0,2.2880000000000003,73.96,80507.0,America,AG
239,Antigua and Barbuda,2003.0,2.2680000000000002,74.16,81716.0,America,AG
240,Antigua and Barbuda,2004.0,2.246,74.355,82838.0,America,AG
241,Antigua and Barbuda,2005.0,2.224,74.544,83916.0,America,AG
242,Antigua and Barbuda,2006.0,2.2030000000000003,74.729,84952.0,America,AG
243,Antigua and Barbuda,2007.0,2.1830000000000003,74.91,85935.0,America,AG
244,Antigua and Barbuda,2008.0,2.164,75.087,86881.0,America,AG
245,Antigua and Barbuda,2009.0,2.146,75.263,87802.0,America,AG
246,Antigua and Barbuda,2010.0,2.13,75.437,88710.0,America,AG
247,Antigua and Barbuda,2011.0,2.115,75.61,89612.0,America,AG
248,Antigua and Barbuda,2012.0,2.102,75.783,90510.0,America,AG
249,Antigua and Barbuda,2013.0,2.089,75.954,91404.0,America,AG
250,Argentina,1964.0,3.068,65.388,21966478.0,America,AR
251,Argentina,1965.0,3.0580000000000003,65.48100000000001,22296628.0,America,AR
252,Argentina,1966.0,3.051,65.60300000000001,22622012.0,America,AR
253,Argentina,1967.0,3.048,65.759,22944941.0,America,AR
254,Argentina,1968.0,3.049,65.953,23273148.0,America,AR
255,Argentina,1969.0,3.056,66.184,23616971.0,America,AR
256,Argentina,1970.0,3.073,66.449,23983358.0,America,AR
257,Argentina,1971.0,3.1039999999999996,66.74,24376109.0,America,AR
258,Argentina,1972.0,3.148,67.044,24791983.0,America,AR
259,Argentina,1973.0,3.2030000000000003,67.34899999999999,25222223.0,America,AR
260,Argentina,1974.0,3.264,67.652,25654154.0,America,AR
261,Argentina,1975.0,3.321,67.95,26078731.0,America,AR
262,Argentina,1976.0,3.366,68.248,26492716.0,America,AR
263,Argentina,1977.0,3.391,68.54899999999999,26899177.0,America,AR
264,Argentina,1978.0,3.391,68.85600000000001,27303001.0,America,AR
265,Argentina,1979.0,3.3680000000000003,69.164,27711808.0,America,AR
266,Argentina,1980.0,3.325,69.464,28131040.0,America,AR
267,Argentina,1981.0,3.27,69.74600000000001,28561561.0,America,AR
268,Argentina,1982.0,3.213,70.00399999999999,29001060.0,America,AR
269,Argentina,1983.0,3.1630000000000003,70.235,29447973.0,America,AR
270,Argentina,1984.0,3.123,70.439,29899743.0,America,AR
271,Argentina,1985.0,3.093,70.624,30354240.0,America,AR
272,Argentina,1986.0,3.073,70.798,30810984.0,America,AR
273,Argentina,1987.0,3.056,70.972,31269799.0,America,AR
274,Argentina,1988.0,3.037,71.156,31729130.0,America,AR
275,Argentina,1989.0,3.016,71.35300000000001,32187173.0,America,AR
276,Argentina,1990.0,2.989,71.566,32642442.0,America,AR
277,Argentina,1991.0,2.9560000000000004,71.791,33093579.0,America,AR
278,Argentina,1992.0,2.918,72.024,33540023.0,America,AR
279,Argentina,1993.0,2.875,72.257,33982035.0,America,AR
280,Argentina,1994.0,2.827,72.48899999999999,34420352.0,America,AR
281,Argentina,1995.0,2.7739999999999996,72.719,34855160.0,America,AR
282,Argentina,1996.0,2.717,72.945,35287113.0,America,AR
283,Argentina,1997.0,2.657,73.169,35714929.0,America,AR
284,Argentina,1998.0,2.596,73.39,36134642.0,America,AR
285,Argentina,1999.0,2.535,73.608,36541029.0,America,AR
286,Argentina,2000.0,2.477,73.822,36930709.0,America,AR
287,Argentina,2001.0,2.424,74.033,37302116.0,America,AR
288,Argentina,2002.0,2.379,74.24,37657340.0,America,AR
289,Argentina,2003.0,2.34,74.444,38001251.0,America,AR
290,Argentina,2004.0,2.31,74.645,38340778.0,America,AR
291,Argentina,2005.0,2.286,74.843,38681174.0,America,AR
292,Argentina,2006.0,2.2680000000000002,75.036,39023850.0,America,AR
293,Argentina,2007.0,2.254,75.225,39368066.0,America,AR
294,Argentina,2008.0,2.241,75.41,39714298.0,America,AR
295,Argentina,2009.0,2.228,75.592,40062470.0,America,AR
296,Argentina,2010.0,2.215,75.77199999999999,40412376.0,America,AR
297,Argentina,2011.0,2.201,75.95,40764561.0,America,AR
298,Argentina,2012.0,2.188,76.128,41118986.0,America,AR
299,Argentina,2013.0,2.175,76.305,41473982.0,America,AR
300,Armenia,1964.0,4.1610000000000005,67.714,2138133.0,Europe & Central Asia,AM
301,Armenia,1965.0,3.9789999999999996,68.15100000000001,2204650.0,Europe & Central Asia,AM
302,Armenia,1966.0,3.7880000000000003,68.587,2269475.0,Europe & Central Asia,AM
303,Armenia,1967.0,3.6060000000000003,69.015,2332624.0,Europe & Central Asia,AM
304,Armenia,1968.0,3.447,69.425,2394635.0,Europe & Central Asia,AM
305,Armenia,1969.0,3.3139999999999996,69.808,2456370.0,Europe & Central Asia,AM
306,Armenia,1970.0,3.208,70.143,2518408.0,Europe & Central Asia,AM
307,Armenia,1971.0,3.1180000000000003,70.411,2580894.0,Europe & Central Asia,AM
308,Armenia,1972.0,3.032,70.604,2643464.0,Europe & Central Asia,AM
309,Armenia,1973.0,2.9419999999999997,70.722,2705584.0,Europe & Central Asia,AM
310,Armenia,1974.0,2.846,70.774,2766495.0,Europe & Central Asia,AM
311,Armenia,1975.0,2.745,70.782,2825650.0,Europe & Central Asia,AM
312,Armenia,1976.0,2.6460000000000004,70.782,2882831.0,Europe & Central Asia,AM
313,Armenia,1977.0,2.555,70.797,2938181.0,Europe & Central Asia,AM
314,Armenia,1978.0,2.479,70.837,2991954.0,Europe & Central Asia,AM
315,Armenia,1979.0,2.421,70.896,3044564.0,Europe & Central Asia,AM
316,Armenia,1980.0,2.385,70.936,3096298.0,Europe & Central Asia,AM
317,Armenia,1981.0,2.373,70.90899999999999,3145885.0,Europe & Central Asia,AM
318,Armenia,1982.0,2.381,70.775,3192877.0,Europe & Central Asia,AM
319,Armenia,1983.0,2.406,70.518,3239212.0,Europe & Central Asia,AM
320,Armenia,1984.0,2.441,70.149,3287588.0,Europe & Central Asia,AM
321,Armenia,1985.0,2.481,69.697,3339147.0,Europe & Central Asia,AM
322,Armenia,1986.0,2.519,69.204,3396511.0,Europe & Central Asia,AM
323,Armenia,1987.0,2.549,68.73100000000001,3457054.0,Europe & Central Asia,AM
324,Armenia,1988.0,2.5660000000000003,68.331,3510439.0,Europe & Central Asia,AM
325,Armenia,1989.0,2.565,68.03699999999999,3542720.0,Europe & Central Asia,AM
326,Armenia,1990.0,2.5380000000000003,67.877,3544695.0,Europe & Central Asia,AM
327,Armenia,1991.0,2.4819999999999998,67.86399999999999,3512051.0,Europe & Central Asia,AM
328,Armenia,1992.0,2.399,67.979,3449940.0,Europe & Central Asia,AM
329,Armenia,1993.0,2.295,68.199,3370373.0,Europe & Central Asia,AM
330,Armenia,1994.0,2.176,68.513,3290540.0,Europe & Central Asia,AM
331,Armenia,1995.0,1.8,68.91,3223173.0,Europe & Central Asia,AM
332,Armenia,1996.0,1.8,69.376,3172185.0,Europe & Central Asia,AM
333,Armenia,1997.0,1.7,69.891,3134836.0,Europe & Central Asia,AM
334,Armenia,1998.0,1.5,70.43,3109101.0,Europe & Central Asia,AM
335,Armenia,1999.0,1.4,70.971,3090624.0,Europe & Central Asia,AM
336,Armenia,2000.0,1.3,71.494,3076098.0,Europe & Central Asia,AM
337,Armenia,2001.0,1.2,71.98100000000001,3065810.0,Europe & Central Asia,AM
338,Armenia,2002.0,1.2,72.43,3061067.0,Europe & Central Asia,AM
339,Armenia,2003.0,1.4,72.836,3060554.0,Europe & Central Asia,AM
340,Armenia,2004.0,1.4,73.192,3062612.0,Europe & Central Asia,AM
341,Armenia,2005.0,1.4,73.491,3065954.0,Europe & Central Asia,AM
342,Armenia,2006.0,1.3,73.73,3069844.0,Europe & Central Asia,AM
343,Armenia,2007.0,1.4,73.92,3074181.0,Europe & Central Asia,AM
344,Armenia,2008.0,1.4,74.07,3079087.0,Europe & Central Asia,AM
345,Armenia,2009.0,1.6,74.191,3084979.0,Europe & Central Asia,AM
346,Armenia,2010.0,1.55,74.291,3092072.0,Europe & Central Asia,AM
347,Armenia,2011.0,1.5,74.381,3100236.0,Europe & Central Asia,AM
348,Armenia,2012.0,1.739,74.469,3108972.0,Europe & Central Asia,AM
349,Armenia,2013.0,1.74,74.561,3117722.0,Europe & Central Asia,AM
350,Aruba,1964.0,4.059,67.113,57031.0,America,AW
351,Aruba,1965.0,3.842,67.435,57362.0,America,AW
352,Aruba,1966.0,3.625,67.762,57714.0,America,AW
353,Aruba,1967.0,3.417,68.095,58052.0,America,AW
354,Aruba,1968.0,3.2260000000000004,68.436,58388.0,America,AW
355,Aruba,1969.0,3.054,68.78399999999999,58725.0,America,AW
356,Aruba,1970.0,2.908,69.14,59066.0,America,AW
357,Aruba,1971.0,2.7880000000000003,69.498,59439.0,America,AW
